# Force and moment coefficients
# dragDir       : (1.00000000e+00 0.00000000e+00 0.00000000e+00)
# sideDir       : (0.00000000e+00 0.00000000e+00 -1.00000000e+00)
# liftDir       : (0.00000000e+00 1.00000000e+00 0.00000000e+00)
# rollAxis      : (1.00000000e+00 0.00000000e+00 0.00000000e+00)
# pitchAxis     : (0.00000000e+00 0.00000000e+00 -1.00000000e+00)
# yawAxis       : (0.00000000e+00 1.00000000e+00 0.00000000e+00)
# magUInf       : 1.00000000e+00
# lRef          : 5.00000000e+00
# Aref          : 5.00000000e+00
# CofR          : (0.00000000e+00 0.00000000e+00 0.00000000e+00)
#
# Time          	Cd              	Cd(f)           	Cd(r)           	Cl              	Cl(f)           	Cl(r)           	CmPitch         	CmRoll          	CmYaw           	Cs              	Cs(f)           	Cs(r)           
421.708         	1.52087436e+00	7.60437181e-01	7.60437181e-01	-2.49474702e-02	-1.68470788e-02	-8.10039133e-03	-4.37334375e-03	-2.76070210e-21	5.03751609e-20	5.00852950e-20	7.54178084e-20	-2.53325135e-20
421.75          	1.52076450e+00	7.60382249e-01	7.60382249e-01	-2.84934816e-02	-1.86451436e-02	-9.84833797e-03	-4.39840282e-03	-2.70824477e-21	5.03908563e-20	5.01120164e-20	7.54468645e-20	-2.53348480e-20
421.792         	1.52060577e+00	7.60302885e-01	7.60302885e-01	-3.21027791e-02	-2.04749385e-02	-1.16278406e-02	-4.42354898e-03	-2.65318503e-21	5.04041779e-20	5.01384853e-20	7.54734205e-20	-2.53349352e-20
421.833         	1.52046598e+00	7.60232990e-01	7.60232990e-01	-3.56196296e-02	-2.22586263e-02	-1.33610033e-02	-4.44881151e-03	-2.59801391e-21	5.04171406e-20	5.01656985e-20	7.54999899e-20	-2.53342914e-20
421.875         	1.52034160e+00	7.60170802e-01	7.60170802e-01	-3.91215253e-02	-2.40346055e-02	-1.50869198e-02	-4.47384289e-03	-2.54332804e-21	5.04291691e-20	5.01923607e-20	7.55253495e-20	-2.53329887e-20
421.917         	1.52024167e+00	7.60120834e-01	7.60120834e-01	-4.26241377e-02	-2.58106485e-02	-1.68134892e-02	-4.49857964e-03	-2.48862598e-21	5.04410114e-20	5.02145197e-20	7.55482713e-20	-2.53337516e-20
421.958         	1.52008847e+00	7.60044235e-01	7.60044235e-01	-4.62032403e-02	-2.76251713e-02	-1.85780690e-02	-4.52355118e-03	-2.43268801e-21	5.04520451e-20	5.02380690e-20	7.55710796e-20	-2.53330106e-20
422             	1.51997677e+00	7.59988383e-01	7.59988383e-01	-4.97290478e-02	-2.94129187e-02	-2.03161291e-02	-4.54839482e-03	-2.37759153e-21	5.04635018e-20	5.02623272e-20	7.55946654e-20	-2.53323382e-20
422.042         	1.51987345e+00	7.59936723e-01	7.59936723e-01	-5.32475371e-02	-3.11951107e-02	-2.20524264e-02	-4.57134212e-03	-2.32492239e-21	5.04721129e-20	5.02828602e-20	7.56135430e-20	-2.53306828e-20
422.083         	1.51978225e+00	7.59891127e-01	7.59891127e-01	-5.66947405e-02	-3.29416086e-02	-2.37531319e-02	-4.59423838e-03	-2.27524143e-21	5.04792920e-20	5.03059877e-20	7.56322859e-20	-2.53262982e-20
422.125         	1.51964059e+00	7.59820296e-01	7.59820296e-01	-6.02651787e-02	-3.47494860e-02	-2.55156926e-02	-4.61689670e-03	-2.22355146e-21	5.04864246e-20	5.03225353e-20	7.56476922e-20	-2.53251569e-20
422.167         	1.51956597e+00	7.59782984e-01	7.59782984e-01	-6.38429290e-02	-3.65603949e-02	-2.72825341e-02	-4.63893038e-03	-2.17426362e-21	5.04935978e-20	5.03320955e-20	7.56596455e-20	-2.53275500e-20
422.208         	1.51946458e+00	7.59732291e-01	7.59732291e-01	-6.73160737e-02	-3.83188604e-02	-2.89972133e-02	-4.66082359e-03	-2.12644807e-21	5.04993789e-20	5.03483736e-20	7.56735657e-20	-2.53251921e-20
422.25          	1.51939262e+00	7.59696308e-01	7.59696308e-01	-7.07725391e-02	-4.00689420e-02	-3.07035972e-02	-4.68267240e-03	-2.07850763e-21	5.05071518e-20	5.03715681e-20	7.56929359e-20	-2.53213677e-20
422.292         	1.51928204e+00	7.59641019e-01	7.59641019e-01	-7.43372039e-02	-4.18732041e-02	-3.24639998e-02	-4.70460217e-03	-2.02665277e-21	5.05234235e-20	5.04110220e-20	7.57289345e-20	-2.53179125e-20
422.333         	1.51918612e+00	7.59593062e-01	7.59593062e-01	-7.77877153e-02	-4.36182952e-02	-3.41694200e-02	-4.72443762e-03	-1.98070226e-21	5.05241195e-20	5.04205816e-20	7.57344103e-20	-2.53138287e-20
422.375         	1.51909220e+00	7.59546101e-01	7.59546101e-01	-8.13364059e-02	-4.54119042e-02	-3.59245017e-02	-4.74370125e-03	-1.93426574e-21	5.05242200e-20	5.04262916e-20	7.57373658e-20	-2.53110742e-20
422.417         	1.51903563e+00	7.59517814e-01	7.59517814e-01	-8.47666905e-02	-4.71465926e-02	-3.76200979e-02	-4.76324738e-03	-1.89051393e-21	5.05253260e-20	5.04371588e-20	7.57439054e-20	-2.53067465e-20
422.458         	1.51893662e+00	7.59468310e-01	7.59468310e-01	-8.82868047e-02	-4.89260661e-02	-3.93607386e-02	-4.78266377e-03	-1.84437969e-21	5.05304271e-20	5.04553989e-20	7.57581265e-20	-2.53027276e-20
422.5           	1.51887023e+00	7.59435115e-01	7.59435115e-01	-9.17429499e-02	-5.06731303e-02	-4.10698195e-02	-4.80165539e-03	-1.79977379e-21	5.05364151e-20	5.04770983e-20	7.57749643e-20	-2.52978659e-20
422.542         	1.51881048e+00	7.59405241e-01	7.59405241e-01	-9.52047160e-02	-5.24226904e-02	-4.27820257e-02	-4.82033235e-03	-1.75546480e-21	5.05418140e-20	5.04976789e-20	7.57906534e-20	-2.52929745e-20
422.583         	1.51875696e+00	7.59378478e-01	7.59378478e-01	-9.86753190e-02	-5.41770319e-02	-4.44982871e-02	-4.83937237e-03	-1.71345972e-21	5.05410114e-20	5.05047217e-20	7.57933723e-20	-2.52886506e-20
422.625         	1.51866108e+00	7.59330540e-01	7.59330540e-01	-1.02149140e-01	-5.59309254e-02	-4.62182143e-02	-4.85635550e-03	-1.67079931e-21	5.05461796e-20	5.05239413e-20	7.58081502e-20	-2.52842089e-20
422.667         	1.51861812e+00	7.59309062e-01	7.59309062e-01	-1.05556164e-01	-5.76508482e-02	-4.79053160e-02	-4.87276609e-03	-1.62926903e-21	5.05517481e-20	5.05436771e-20	7.58235866e-20	-2.52799095e-20
422.708         	1.51855847e+00	7.59279237e-01	7.59279237e-01	-1.09007252e-01	-5.93933284e-02	-4.96139235e-02	-4.88970243e-03	-1.58721136e-21	5.05547331e-20	5.05596377e-20	7.58345520e-20	-2.52749143e-20
422.75          	1.51852119e+00	7.59260595e-01	7.59260595e-01	-1.12403687e-01	-6.11083444e-02	-5.12953423e-02	-4.90650104e-03	-1.54765757e-21	5.05571157e-20	5.05722734e-20	7.58432524e-20	-2.52709790e-20
422.792         	1.51848347e+00	7.59241734e-01	7.59241734e-01	-1.15851692e-01	-6.28485455e-02	-5.30031469e-02	-4.92269933e-03	-1.50706068e-21	5.05593126e-20	5.05855280e-20	7.58520766e-20	-2.52665486e-20
422.833         	1.51843798e+00	7.59218992e-01	7.59218992e-01	-1.19326986e-01	-6.46021558e-02	-5.47248304e-02	-4.93866266e-03	-1.46656389e-21	5.05617468e-20	5.05994865e-20	7.58614901e-20	-2.52620036e-20
422.875         	1.51841079e+00	7.59205397e-01	7.59205397e-01	-1.22694614e-01	-6.63018071e-02	-5.63928068e-02	-4.95450012e-03	-1.42773895e-21	5.05656545e-20	5.06201894e-20	7.58757492e-20	-2.52555598e-20
422.917         	1.51836227e+00	7.59181134e-01	7.59181134e-01	-1.26126861e-01	-6.80319399e-02	-5.80949213e-02	-4.96850930e-03	-1.38811200e-21	5.05666126e-20	5.06346767e-20	7.58839509e-20	-2.52492742e-20
422.958         	1.51833285e+00	7.59166424e-01	7.59166424e-01	-1.29511588e-01	-6.97381310e-02	-5.97734571e-02	-4.98233695e-03	-1.34820075e-21	5.05672848e-20	5.06483513e-20	7.58914604e-20	-2.52431091e-20
423             	1.51831996e+00	7.59159981e-01	7.59159981e-01	-1.32810798e-01	-7.14019345e-02	-6.14088637e-02	-4.99653541e-03	-1.31082851e-21	5.05696364e-20	5.06682444e-20	7.59037586e-20	-2.52355142e-20
423.042         	1.51829733e+00	7.59148666e-01	7.59148666e-01	-1.36195857e-01	-7.31085963e-02	-6.30872608e-02	-5.01066772e-03	-1.27172317e-21	5.05728857e-20	5.06836153e-20	7.59146934e-20	-2.52310780e-20
423.083         	1.51824439e+00	7.59122197e-01	7.59122197e-01	-1.39653939e-01	-7.48512744e-02	-6.48026643e-02	-5.02430508e-03	-1.23939527e-21	5.05716886e-20	5.06875005e-20	7.59154389e-20	-2.52279383e-20
423.125         	1.51821349e+00	7.59106746e-01	7.59106746e-01	-1.42979700e-01	-7.65279740e-02	-6.64517264e-02	-5.03812383e-03	-1.20802067e-21	5.05718425e-20	5.06972085e-20	7.59204468e-20	-2.52232383e-20
423.167         	1.51823298e+00	7.59116489e-01	7.59116489e-01	-1.46301393e-01	-7.82018491e-02	-6.80995435e-02	-5.05115279e-03	-1.17800501e-21	5.05731004e-20	5.07050973e-20	7.59256491e-20	-2.52205518e-20
423.208         	1.51825299e+00	7.59126494e-01	7.59126494e-01	-1.49572828e-01	-7.98492599e-02	-6.97235684e-02	-5.06284576e-03	-1.14853886e-21	5.05747365e-20	5.07193191e-20	7.59343961e-20	-2.52150770e-20
423.25          	1.51820966e+00	7.59104830e-01	7.59104830e-01	-1.52914976e-01	-8.15315084e-02	-7.13834674e-02	-5.07402049e-03	-1.11741806e-21	5.05756737e-20	5.07337350e-20	7.59425411e-20	-2.52088062e-20
423.292         	1.51821427e+00	7.59107134e-01	7.59107134e-01	-1.56276250e-01	-8.32234020e-02	-7.30528479e-02	-5.08527706e-03	-1.08648664e-21	5.05790890e-20	5.07516974e-20	7.59549377e-20	-2.52032403e-20
423.333         	1.51823299e+00	7.59116493e-01	7.59116493e-01	-1.59541235e-01	-8.48670603e-02	-7.46741748e-02	-5.09644275e-03	-1.05713538e-21	5.05824536e-20	5.07731402e-20	7.59690237e-20	-2.51958835e-20
423.375         	1.51824764e+00	7.59123819e-01	7.59123819e-01	-1.62819621e-01	-8.65171909e-02	-7.63024304e-02	-5.10738026e-03	-1.02848081e-21	5.05833260e-20	5.07902464e-20	7.59784492e-20	-2.51882028e-20
423.417         	1.51827276e+00	7.59136379e-01	7.59136379e-01	-1.66083489e-01	-8.81596986e-02	-7.79237907e-02	-5.11795395e-03	-1.00014399e-21	5.05839160e-20	5.08075735e-20	7.59877028e-20	-2.51801293e-20
423.458         	1.51827745e+00	7.59138727e-01	7.59138727e-01	-1.69320717e-01	-8.97882467e-02	-7.95324706e-02	-5.12788808e-03	-9.72450381e-22	5.05841851e-20	5.08267478e-20	7.59975590e-20	-2.51708112e-20
423.5           	1.51829091e+00	7.59145453e-01	7.59145453e-01	-1.72541486e-01	-9.14074908e-02	-8.11339956e-02	-5.13674759e-03	-9.45350822e-22	5.05850242e-20	5.08472487e-20	7.60086485e-20	-2.51613998e-20
423.542         	1.51830812e+00	7.59154058e-01	7.59154058e-01	-1.75850622e-01	-9.30709327e-02	-8.27796889e-02	-5.14562187e-03	-9.17781090e-22	5.05861979e-20	5.08673098e-20	7.60198528e-20	-2.51525430e-20
423.583         	1.51835676e+00	7.59178381e-01	7.59178381e-01	-1.79039363e-01	-9.46741070e-02	-8.43652560e-02	-5.15442551e-03	-8.92557818e-22	5.05880520e-20	5.08924749e-20	7.60342895e-20	-2.51418146e-20
423.625         	1.51839611e+00	7.59198057e-01	7.59198057e-01	-1.82217557e-01	-9.62717259e-02	-8.59458308e-02	-5.16294754e-03	-8.67826118e-22	5.05893478e-20	5.09174994e-20	7.60480975e-20	-2.51305981e-20
423.667         	1.51846758e+00	7.59233792e-01	7.59233792e-01	-1.85314957e-01	-9.78290224e-02	-8.74859347e-02	-5.17154386e-03	-8.44659955e-22	5.05904153e-20	5.09420798e-20	7.60614552e-20	-2.51193754e-20
423.708         	1.51845893e+00	7.59229463e-01	7.59229463e-01	-1.88640588e-01	-9.94997298e-02	-8.91408578e-02	-5.17943599e-03	-8.18174151e-22	5.05899122e-20	5.09634587e-20	7.60716416e-20	-2.51081828e-20
423.75          	1.51850784e+00	7.59253920e-01	7.59253920e-01	-1.91734378e-01	-1.01053898e-01	-9.06804800e-02	-5.18670910e-03	-7.95675513e-22	5.05904826e-20	5.09935874e-20	7.60872764e-20	-2.50936889e-20
423.792         	1.51858769e+00	7.59293847e-01	7.59293847e-01	-1.94885785e-01	-1.02636246e-01	-9.22495389e-02	-5.19335374e-03	-7.73111886e-22	5.05941009e-20	5.10221059e-20	7.61051539e-20	-2.50830480e-20
423.833         	1.51863628e+00	7.59318140e-01	7.59318140e-01	-1.98035214e-01	-1.04217588e-01	-9.38176260e-02	-5.19998109e-03	-7.50535233e-22	5.05966808e-20	5.10526810e-20	7.61230213e-20	-2.50703403e-20
423.875         	1.51869459e+00	7.59347296e-01	7.59347296e-01	-2.01105406e-01	-1.05759017e-01	-9.53463888e-02	-5.20631431e-03	-7.29437073e-22	5.05993519e-20	5.10886340e-20	7.61436689e-20	-2.50550349e-20
423.917         	1.51876147e+00	7.59380736e-01	7.59380736e-01	-2.04285954e-01	-1.07355678e-01	-9.69302762e-02	-5.21270081e-03	-7.06818202e-22	5.06024672e-20	5.11223807e-20	7.61636575e-20	-2.50412768e-20
423.958         	1.51882914e+00	7.59414572e-01	7.59414572e-01	-2.07326998e-01	-1.08882321e-01	-9.84446768e-02	-5.21882211e-03	-6.86360591e-22	5.06058573e-20	5.11603741e-20	7.61860444e-20	-2.50256703e-20
424             	1.51890210e+00	7.59451051e-01	7.59451051e-01	-2.10355313e-01	-1.10402143e-01	-9.99531698e-02	-5.22448653e-03	-6.66759361e-22	5.06095032e-20	5.11996418e-20	7.62093241e-20	-2.50096823e-20
424.042         	1.51897721e+00	7.59488603e-01	7.59488603e-01	-2.13431024e-01	-1.11945001e-01	-1.01486024e-01	-5.22948849e-03	-6.46908819e-22	5.06112401e-20	5.12337882e-20	7.62281342e-20	-2.49943460e-20
424.083         	1.51908009e+00	7.59540047e-01	7.59540047e-01	-2.16381596e-01	-1.13425002e-01	-1.02956594e-01	-5.23420395e-03	-6.29644727e-22	5.06110938e-20	5.12682199e-20	7.62452037e-20	-2.49769838e-20
424.125         	1.51915969e+00	7.59579843e-01	7.59579843e-01	-2.19477087e-01	-1.14977050e-01	-1.04500038e-01	-5.23850607e-03	-6.11712149e-22	5.06098089e-20	5.12975507e-20	7.62585842e-20	-2.49610335e-20
424.167         	1.51928845e+00	7.59644223e-01	7.59644223e-01	-2.22386197e-01	-1.16435785e-01	-1.05950412e-01	-5.24268660e-03	-5.97842934e-22	5.06114417e-20	5.13372049e-20	7.62800441e-20	-2.49428392e-20
424.208         	1.51933311e+00	7.59666555e-01	7.59666555e-01	-2.25476313e-01	-1.17984524e-01	-1.07491789e-01	-5.24636708e-03	-5.82327314e-22	5.06092242e-20	5.13730399e-20	7.62957442e-20	-2.49227043e-20
424.25          	1.51943939e+00	7.59719696e-01	7.59719696e-01	-2.28406680e-01	-1.19452984e-01	-1.08953695e-01	-5.24964457e-03	-5.69654231e-22	5.06095657e-20	5.14131276e-20	7.63161295e-20	-2.49030019e-20
424.292         	1.51954247e+00	7.59771234e-01	7.59771234e-01	-2.31279427e-01	-1.20892270e-01	-1.10387156e-01	-5.25255689e-03	-5.58721681e-22	5.06093851e-20	5.14558051e-20	7.63372877e-20	-2.48814826e-20
424.333         	1.51965071e+00	7.59825356e-01	7.59825356e-01	-2.34265556e-01	-1.22387585e-01	-1.11877970e-01	-5.25480751e-03	-5.46815503e-22	5.06087568e-20	5.14940506e-20	7.63557821e-20	-2.48617315e-20
424.375         	1.51977678e+00	7.59888389e-01	7.59888389e-01	-2.37169468e-01	-1.23841469e-01	-1.13327998e-01	-5.25673543e-03	-5.36805122e-22	5.06080972e-20	5.15345742e-20	7.63753843e-20	-2.48408101e-20
424.417         	1.51989016e+00	7.59945079e-01	7.59945079e-01	-2.40022093e-01	-1.25269485e-01	-1.14752608e-01	-5.25843833e-03	-5.28935430e-22	5.06069735e-20	5.15749047e-20	7.63944258e-20	-2.48195212e-20
424.458         	1.51999452e+00	7.59997260e-01	7.59997260e-01	-2.42892892e-01	-1.26706081e-01	-1.16186812e-01	-5.25963474e-03	-5.22076453e-22	5.06048640e-20	5.16112828e-20	7.64105054e-20	-2.47992226e-20
424.5           	1.52012053e+00	7.60060266e-01	7.60060266e-01	-2.45681407e-01	-1.28101115e-01	-1.17580292e-01	-5.26041129e-03	-5.16911400e-22	5.06044150e-20	5.16494193e-20	7.64291246e-20	-2.47797053e-20
424.542         	1.52024704e+00	7.60123518e-01	7.60123518e-01	-2.48568686e-01	-1.29545098e-01	-1.19023588e-01	-5.26075519e-03	-5.11643953e-22	5.06027397e-20	5.16844014e-20	7.64449404e-20	-2.47605390e-20
424.583         	1.52037336e+00	7.60186680e-01	7.60186680e-01	-2.51389644e-01	-1.30955266e-01	-1.20434378e-01	-5.26044407e-03	-5.07632658e-22	5.06027533e-20	5.17241553e-20	7.64648310e-20	-2.47406757e-20
424.625         	1.52051046e+00	7.60255230e-01	7.60255230e-01	-2.54117779e-01	-1.32318641e-01	-1.21799138e-01	-5.25975154e-03	-5.04826755e-22	5.06047475e-20	5.17679388e-20	7.64887169e-20	-2.47207781e-20
424.667         	1.52064514e+00	7.60322571e-01	7.60322571e-01	-2.56906300e-01	-1.33711824e-01	-1.23194477e-01	-5.25867340e-03	-5.03003832e-22	5.06035739e-20	5.18088323e-20	7.65079901e-20	-2.46991577e-20
424.708         	1.52077803e+00	7.60389017e-01	7.60389017e-01	-2.59563818e-01	-1.35039165e-01	-1.24524653e-01	-5.25725610e-03	-5.02308860e-22	5.06031452e-20	5.18530233e-20	7.65296568e-20	-2.46766335e-20
424.75          	1.52092834e+00	7.60464172e-01	7.60464172e-01	-2.62413387e-01	-1.36462014e-01	-1.25951373e-01	-5.25532079e-03	-4.99948248e-22	5.06037950e-20	5.18909573e-20	7.65492737e-20	-2.46583164e-20
424.792         	1.52105250e+00	7.60526249e-01	7.60526249e-01	-2.65146164e-01	-1.37825900e-01	-1.27320263e-01	-5.25281852e-03	-4.99651028e-22	5.06033786e-20	5.19346075e-20	7.65706823e-20	-2.46360748e-20
424.833         	1.52123105e+00	7.60615525e-01	7.60615525e-01	-2.67771549e-01	-1.39135596e-01	-1.28635953e-01	-5.24982150e-03	-5.01659765e-22	5.06046605e-20	5.19807817e-20	7.65950514e-20	-2.46142696e-20
424.875         	1.52140435e+00	7.60702175e-01	7.60702175e-01	-2.70375067e-01	-1.40433997e-01	-1.29941070e-01	-5.24646329e-03	-5.04383067e-22	5.06056431e-20	5.20278158e-20	7.66195510e-20	-2.45917351e-20
424.917         	1.52156353e+00	7.60781764e-01	7.60781764e-01	-2.72944604e-01	-1.41715039e-01	-1.31229565e-01	-5.24273664e-03	-5.08130452e-22	5.06058064e-20	5.20756305e-20	7.66436217e-20	-2.45679912e-20
424.958         	1.52169309e+00	7.60846546e-01	7.60846546e-01	-2.75714488e-01	-1.43095730e-01	-1.32618758e-01	-5.23848564e-03	-5.09282309e-22	5.06066493e-20	5.21208903e-20	7.66670945e-20	-2.45462042e-20
425             	1.52184145e+00	7.60920723e-01	7.60920723e-01	-2.78319407e-01	-1.44393261e-01	-1.33926146e-01	-5.23355727e-03	-5.11017094e-22	5.06087728e-20	5.21739136e-20	7.66957296e-20	-2.45218160e-20
425.042         	1.52199663e+00	7.60998315e-01	7.60998315e-01	-2.80898841e-01	-1.45677593e-01	-1.35221247e-01	-5.22817293e-03	-5.13806363e-22	5.06113463e-20	5.22296296e-20	7.67261611e-20	-2.44965314e-20
425.083         	1.52221020e+00	7.61105100e-01	7.61105100e-01	-2.83376058e-01	-1.46910418e-01	-1.36465639e-01	-5.22238959e-03	-5.18006093e-22	5.06146111e-20	5.22854806e-20	7.67573514e-20	-2.44718708e-20
425.125         	1.52238574e+00	7.61192872e-01	7.61192872e-01	-2.85854685e-01	-1.48143621e-01	-1.37711065e-01	-5.21627798e-03	-5.23114729e-22	5.06171253e-20	5.23430544e-20	7.67886525e-20	-2.44455981e-20
425.167         	1.52255888e+00	7.61279439e-01	7.61279439e-01	-2.88392397e-01	-1.49405966e-01	-1.38986431e-01	-5.20976710e-03	-5.27611365e-22	5.06196189e-20	5.23984963e-20	7.68188670e-20	-2.44203707e-20
425.208         	1.52271636e+00	7.61358182e-01	7.61358182e-01	-2.90954703e-01	-1.50679859e-01	-1.40274844e-01	-5.20250768e-03	-5.32214131e-22	5.06217651e-20	5.24535330e-20	7.68485316e-20	-2.43949986e-20
425.25          	1.52287660e+00	7.61438301e-01	7.61438301e-01	-2.93438341e-01	-1.51914008e-01	-1.41524333e-01	-5.19483769e-03	-5.39112769e-22	5.06246588e-20	5.25135213e-20	7.68814194e-20	-2.43678981e-20
425.292         	1.52310792e+00	7.61553961e-01	7.61553961e-01	-2.95818774e-01	-1.53096218e-01	-1.42722557e-01	-5.18683055e-03	-5.48139117e-22	5.06300088e-20	5.25766465e-20	7.69183321e-20	-2.43416856e-20
425.333         	1.52330287e+00	7.61651433e-01	7.61651433e-01	-2.98105231e-01	-1.54231128e-01	-1.43874103e-01	-5.17851273e-03	-5.60272732e-22	5.06359241e-20	5.26490795e-20	7.69604639e-20	-2.43113843e-20
425.375         	1.52345362e+00	7.61726809e-01	7.61726809e-01	-3.00643281e-01	-1.55491397e-01	-1.45151883e-01	-5.16975702e-03	-5.69402959e-22	5.06409444e-20	5.27141587e-20	7.69980237e-20	-2.42838651e-20
425.417         	1.52366128e+00	7.61830638e-01	7.61830638e-01	-3.02967393e-01	-1.56643973e-01	-1.46323420e-01	-5.16027642e-03	-5.81856254e-22	5.06474019e-20	5.27852369e-20	7.70400203e-20	-2.42547834e-20
425.458         	1.52381761e+00	7.61908804e-01	7.61908804e-01	-3.05381230e-01	-1.57841189e-01	-1.47540041e-01	-5.15057392e-03	-5.94280107e-22	5.06543660e-20	5.28580906e-20	7.70834113e-20	-2.42253208e-20
425.5           	1.52403157e+00	7.62015785e-01	7.62015785e-01	-3.07667228e-01	-1.58973980e-01	-1.48693248e-01	-5.14036609e-03	-6.09508107e-22	5.06635328e-20	5.29369314e-20	7.71319986e-20	-2.41950671e-20
425.542         	1.52424053e+00	7.62120263e-01	7.62120263e-01	-3.09930851e-01	-1.60095217e-01	-1.49835634e-01	-5.12979165e-03	-6.25332647e-22	5.06726346e-20	5.30158413e-20	7.71805552e-20	-2.41647140e-20
425.583         	1.52445724e+00	7.62228621e-01	7.62228621e-01	-3.12126209e-01	-1.61182035e-01	-1.50944174e-01	-5.11893081e-03	-6.42608068e-22	5.06820713e-20	5.30969449e-20	7.72305437e-20	-2.41335988e-20
425.625         	1.52463903e+00	7.62319517e-01	7.62319517e-01	-3.14438743e-01	-1.62326983e-01	-1.52111760e-01	-5.10761154e-03	-6.58764151e-22	5.06917181e-20	5.31773898e-20	7.72804130e-20	-2.41030232e-20
425.667         	1.52482537e+00	7.62412683e-01	7.62412683e-01	-3.16713336e-01	-1.63452481e-01	-1.53260855e-01	-5.09581307e-03	-6.76019148e-22	5.07014005e-20	5.32585744e-20	7.73306877e-20	-2.40721133e-20
425.708         	1.52503637e+00	7.62518183e-01	7.62518183e-01	-3.18908349e-01	-1.64537760e-01	-1.54370590e-01	-5.08358485e-03	-6.94765200e-22	5.07108676e-20	5.33397083e-20	7.73807218e-20	-2.40410135e-20
425.75          	1.52525682e+00	7.62628408e-01	7.62628408e-01	-3.21028288e-01	-1.65585364e-01	-1.55442924e-01	-5.07122024e-03	-7.14701681e-22	5.07201864e-20	5.34216740e-20	7.74310234e-20	-2.40093494e-20
425.792         	1.52548047e+00	7.62740236e-01	7.62740236e-01	-3.23124679e-01	-1.66620978e-01	-1.56503700e-01	-5.05863888e-03	-7.35639370e-22	5.07293053e-20	5.35044000e-20	7.74815053e-20	-2.39771054e-20
425.833         	1.52568388e+00	7.62841939e-01	7.62841939e-01	-3.25230918e-01	-1.67661090e-01	-1.57569828e-01	-5.04563135e-03	-7.56671274e-22	5.07379312e-20	5.35861911e-20	7.75310267e-20	-2.39448357e-20
425.875         	1.52590527e+00	7.62952637e-01	7.62952637e-01	-3.27333693e-01	-1.68698841e-01	-1.58634852e-01	-5.03199435e-03	-7.78195763e-22	5.07472144e-20	5.36668171e-20	7.75806229e-20	-2.39138058e-20
425.917         	1.52607232e+00	7.63036160e-01	7.63036160e-01	-3.29481716e-01	-1.69758771e-01	-1.59722945e-01	-5.01791300e-03	-7.99998594e-22	5.07545224e-20	5.37507500e-20	7.76298974e-20	-2.38791474e-20
425.958         	1.52633116e+00	7.63165582e-01	7.63165582e-01	-3.31455167e-01	-1.70731416e-01	-1.60723751e-01	-5.00383268e-03	-8.24541144e-22	5.07657684e-20	5.38381628e-20	7.76848498e-20	-2.38466870e-20
426             	1.52655868e+00	7.63279338e-01	7.63279338e-01	-3.33450929e-01	-1.71714637e-01	-1.61736293e-01	-4.98917193e-03	-8.48938693e-22	5.07752554e-20	5.39236525e-20	7.77370817e-20	-2.38134292e-20
426.042         	1.52678482e+00	7.63392410e-01	7.63392410e-01	-3.35355530e-01	-1.72652162e-01	-1.62703369e-01	-4.97439657e-03	-8.74674330e-22	5.07843073e-20	5.40106725e-20	7.77896435e-20	-2.37789710e-20
426.083         	1.52699366e+00	7.63496831e-01	7.63496831e-01	-3.37319445e-01	-1.73618914e-01	-1.63700531e-01	-4.95919128e-03	-8.99773599e-22	5.07936904e-20	5.40974825e-20	7.78424317e-20	-2.37449491e-20
426.125         	1.52719037e+00	7.63595185e-01	7.63595185e-01	-3.39364591e-01	-1.74625818e-01	-1.64738774e-01	-4.94352197e-03	-9.24312778e-22	5.08028295e-20	5.41823077e-20	7.78939834e-20	-2.37116757e-20
426.167         	1.52745096e+00	7.63725479e-01	7.63725479e-01	-3.41238980e-01	-1.75546456e-01	-1.65692525e-01	-4.92696538e-03	-9.51468677e-22	5.08134369e-20	5.42707314e-20	7.79488026e-20	-2.36780711e-20
426.208         	1.52766530e+00	7.63832652e-01	7.63832652e-01	-3.43093983e-01	-1.76457228e-01	-1.66636755e-01	-4.91023682e-03	-9.79216101e-22	5.08228116e-20	5.43588869e-20	7.80022550e-20	-2.36433681e-20
426.25          	1.52790486e+00	7.63952430e-01	7.63952430e-01	-3.44895241e-01	-1.77341155e-01	-1.67554086e-01	-4.89353439e-03	-1.00813954e-21	5.08318864e-20	5.44494908e-20	7.80566318e-20	-2.36071410e-20
426.292         	1.52814448e+00	7.64072241e-01	7.64072241e-01	-3.46642785e-01	-1.78198070e-01	-1.68444715e-01	-4.87667780e-03	-1.03798010e-21	5.08411480e-20	5.45399027e-20	7.81110994e-20	-2.35711967e-20
426.333         	1.52834922e+00	7.64174610e-01	7.64174610e-01	-3.48509441e-01	-1.79113940e-01	-1.69395501e-01	-4.85921912e-03	-1.06659902e-21	5.08491008e-20	5.46260836e-20	7.81621426e-20	-2.35360590e-20
426.375         	1.52857475e+00	7.64287374e-01	7.64287374e-01	-3.50286447e-01	-1.79984136e-01	-1.70302311e-01	-4.84091272e-03	-1.09678003e-21	5.08603292e-20	5.47188632e-20	7.82197608e-20	-2.35008976e-20
426.417         	1.52882368e+00	7.64411841e-01	7.64411841e-01	-3.51995457e-01	-1.80820174e-01	-1.71175284e-01	-4.82244490e-03	-1.12883852e-21	5.08733258e-20	5.48153919e-20	7.82810218e-20	-2.34656298e-20
