# Force and moment coefficients
# dragDir       : (1.00000000e+00 0.00000000e+00 0.00000000e+00)
# sideDir       : (0.00000000e+00 0.00000000e+00 -1.00000000e+00)
# liftDir       : (0.00000000e+00 1.00000000e+00 0.00000000e+00)
# rollAxis      : (1.00000000e+00 0.00000000e+00 0.00000000e+00)
# pitchAxis     : (0.00000000e+00 0.00000000e+00 -1.00000000e+00)
# yawAxis       : (0.00000000e+00 1.00000000e+00 0.00000000e+00)
# magUInf       : 1.00000000e+00
# lRef          : 5.00000000e+00
# Aref          : 5.00000000e+00
# CofR          : (0.00000000e+00 0.00000000e+00 0.00000000e+00)
#
# Time          	Cd              	Cd(f)           	Cd(r)           	Cl              	Cl(f)           	Cl(r)           	CmPitch         	CmRoll          	CmYaw           	Cs              	Cs(f)           	Cs(r)           
253.773         	1.34251581e+00	6.71257904e-01	6.71257904e-01	1.75837452e-02	9.68530862e-03	7.89843659e-03	8.93436016e-04	-1.53045926e-20	3.81461230e-20	4.70943586e-20	6.16933023e-20	-1.45989437e-20
253.818         	1.34256100e+00	6.71280501e-01	6.71280501e-01	1.80695991e-02	9.92907557e-03	8.14052351e-03	8.94276031e-04	-1.53082933e-20	3.81468705e-20	4.70918820e-20	6.16928114e-20	-1.46009295e-20
253.864         	1.34260736e+00	6.71303682e-01	6.71303682e-01	1.85522140e-02	1.01711649e-02	8.38104908e-03	8.95057909e-04	-1.53118555e-20	3.81476916e-20	4.70892660e-20	6.16923245e-20	-1.46030586e-20
253.909         	1.34265318e+00	6.71326589e-01	6.71326589e-01	1.90214135e-02	1.04064923e-02	8.61492122e-03	8.95785554e-04	-1.53152229e-20	3.81484830e-20	4.70864214e-20	6.16916938e-20	-1.46052723e-20
253.955         	1.34270067e+00	6.71350335e-01	6.71350335e-01	1.94890788e-02	1.06410025e-02	8.84807626e-03	8.96463140e-04	-1.53184339e-20	3.81492720e-20	4.70833295e-20	6.16909367e-20	-1.46076073e-20
254             	1.34274269e+00	6.71371346e-01	6.71371346e-01	1.99832446e-02	1.08886991e-02	9.09454552e-03	8.97076791e-04	-1.53219271e-20	3.81500892e-20	4.70812277e-20	6.16907031e-20	-1.46094754e-20
254.045         	1.34279032e+00	6.71395159e-01	6.71395159e-01	2.04454314e-02	1.11203525e-02	9.32507889e-03	8.97636796e-04	-1.53250027e-20	3.81509831e-20	4.70781839e-20	6.16900751e-20	-1.46118912e-20
254.091         	1.34283931e+00	6.71419656e-01	6.71419656e-01	2.09261853e-02	1.13612354e-02	9.56494986e-03	8.98142775e-04	-1.53281114e-20	3.81519233e-20	4.70753304e-20	6.16895886e-20	-1.46142581e-20
254.136         	1.34288639e+00	6.71443194e-01	6.71443194e-01	2.13949248e-02	1.15960582e-02	9.79886662e-03	8.98595806e-04	-1.53310715e-20	3.81528865e-20	4.70723822e-20	6.16890776e-20	-1.46166954e-20
254.182         	1.34293170e+00	6.71465852e-01	6.71465852e-01	2.18685599e-02	1.18332746e-02	1.00352853e-02	8.98994622e-04	-1.53339500e-20	3.81537607e-20	4.70694434e-20	6.16884824e-20	-1.46190390e-20
254.227         	1.34297766e+00	6.71488828e-01	6.71488828e-01	2.23611612e-02	1.20799064e-02	1.02812549e-02	8.99325754e-04	-1.53370298e-20	3.81546065e-20	4.70671096e-20	6.16881613e-20	-1.46210517e-20
254.273         	1.34302657e+00	6.71513286e-01	6.71513286e-01	2.28339143e-02	1.23165576e-02	1.05173568e-02	8.99600394e-04	-1.53398640e-20	3.81557499e-20	4.70643383e-20	6.16879191e-20	-1.46235808e-20
254.318         	1.34307355e+00	6.71536775e-01	6.71536775e-01	2.33028604e-02	1.25512514e-02	1.07516090e-02	8.99821212e-04	-1.53424921e-20	3.81567311e-20	4.70612805e-20	6.16873713e-20	-1.46260908e-20
254.364         	1.34312330e+00	6.71561651e-01	6.71561651e-01	2.37940864e-02	1.27970264e-02	1.09970601e-02	8.99983167e-04	-1.53452254e-20	3.81578194e-20	4.70585711e-20	6.16871050e-20	-1.46285339e-20
254.409         	1.34317293e+00	6.71586464e-01	6.71586464e-01	2.42569684e-02	1.30285726e-02	1.12283957e-02	9.00088469e-04	-1.53477752e-20	3.81588078e-20	4.70553098e-20	6.16864627e-20	-1.46311529e-20
254.455         	1.34321791e+00	6.71608955e-01	6.71608955e-01	2.47104798e-02	1.32553854e-02	1.14550944e-02	9.00145491e-04	-1.53501189e-20	3.81597666e-20	4.70514781e-20	6.16855056e-20	-1.46340275e-20
254.5           	1.34326487e+00	6.71632436e-01	6.71632436e-01	2.52214686e-02	1.35108677e-02	1.17106009e-02	9.00133401e-04	-1.53530284e-20	3.81608775e-20	4.70491557e-20	6.16854553e-20	-1.46362996e-20
254.545         	1.34331200e+00	6.71656002e-01	6.71656002e-01	2.56834927e-02	1.37418072e-02	1.19416855e-02	9.00060871e-04	-1.53554220e-20	3.81619589e-20	4.70459581e-20	6.16849380e-20	-1.46389799e-20
254.591         	1.34336283e+00	6.71681416e-01	6.71681416e-01	2.61504079e-02	1.39751388e-02	1.21752691e-02	8.99934834e-04	-1.53576806e-20	3.81631772e-20	4.70425807e-20	6.16844675e-20	-1.46418868e-20
254.636         	1.34341480e+00	6.71707400e-01	6.71707400e-01	2.66335549e-02	1.42165297e-02	1.24170252e-02	8.99752294e-04	-1.53599505e-20	3.81644779e-20	4.70394737e-20	6.16842147e-20	-1.46447410e-20
254.682         	1.34346477e+00	6.71732383e-01	6.71732383e-01	2.70836313e-02	1.44413360e-02	1.26422953e-02	8.99520331e-04	-1.53618534e-20	3.81657111e-20	4.70358520e-20	6.16836371e-20	-1.46477851e-20
254.727         	1.34350686e+00	6.71753431e-01	6.71753431e-01	2.75645913e-02	1.46815238e-02	1.28830675e-02	8.99228141e-04	-1.53639411e-20	3.81668913e-20	4.70331254e-20	6.16834540e-20	-1.46503286e-20
254.773         	1.34355716e+00	6.71778581e-01	6.71778581e-01	2.80592892e-02	1.49285135e-02	1.31307757e-02	8.98868885e-04	-1.53661283e-20	3.81682515e-20	4.70306802e-20	6.16835916e-20	-1.46529114e-20
254.818         	1.34360858e+00	6.71804290e-01	6.71804290e-01	2.85122575e-02	1.51545828e-02	1.33576747e-02	8.98454066e-04	-1.53678336e-20	3.81696153e-20	4.70273645e-20	6.16832975e-20	-1.46559330e-20
254.864         	1.34366011e+00	6.71830055e-01	6.71830055e-01	2.89784482e-02	1.53872082e-02	1.35912401e-02	8.97984064e-04	-1.53695255e-20	3.81711307e-20	4.70242816e-20	6.16832715e-20	-1.46589899e-20
254.909         	1.34371137e+00	6.71855684e-01	6.71855684e-01	2.94510064e-02	1.56229602e-02	1.38280462e-02	8.97457028e-04	-1.53711323e-20	3.81726230e-20	4.70212721e-20	6.16832591e-20	-1.46619870e-20
254.955         	1.34375852e+00	6.71879259e-01	6.71879259e-01	2.99275513e-02	1.58606320e-02	1.40669193e-02	8.96856377e-04	-1.53727441e-20	3.81741349e-20	4.70186967e-20	6.16834833e-20	-1.46647866e-20
255             	1.34380705e+00	6.71903525e-01	6.71903525e-01	3.03765632e-02	1.60844903e-02	1.42920729e-02	8.96208664e-04	-1.53739587e-20	3.81756552e-20	4.70154525e-20	6.16833814e-20	-1.46679289e-20
255.045         	1.34386021e+00	6.71930104e-01	6.71930104e-01	3.08732046e-02	1.63320983e-02	1.45411063e-02	8.95495973e-04	-1.53756760e-20	3.81773921e-20	4.70135574e-20	6.16841707e-20	-1.46706134e-20
255.091         	1.34390984e+00	6.71954920e-01	6.71954920e-01	3.13238146e-02	1.65566366e-02	1.47671780e-02	8.94729287e-04	-1.53768099e-20	3.81790795e-20	4.70107050e-20	6.16844320e-20	-1.46737270e-20
255.136         	1.34396463e+00	6.71982315e-01	6.71982315e-01	3.17844638e-02	1.67861432e-02	1.49983206e-02	8.93911303e-04	-1.53778925e-20	3.81809845e-20	4.70078880e-20	6.16849285e-20	-1.46770405e-20
255.182         	1.34401307e+00	6.72006534e-01	6.72006534e-01	3.22559813e-02	1.70210279e-02	1.52349534e-02	8.93037260e-04	-1.53789936e-20	3.81827241e-20	4.70055032e-20	6.16854757e-20	-1.46799725e-20
255.227         	1.34405999e+00	6.72029997e-01	6.72029997e-01	3.27309802e-02	1.72575919e-02	1.54733883e-02	8.92101801e-04	-1.53800204e-20	3.81845348e-20	4.70033462e-20	6.16862079e-20	-1.46828617e-20
255.273         	1.34411282e+00	6.72056410e-01	6.72056410e-01	3.31690314e-02	1.74756395e-02	1.56933919e-02	8.91123774e-04	-1.53806031e-20	3.81864352e-20	4.70002305e-20	6.16865504e-20	-1.46863199e-20
255.318         	1.34416729e+00	6.72083643e-01	6.72083643e-01	3.36574165e-02	1.77187960e-02	1.59386205e-02	8.90087752e-04	-1.53816986e-20	3.81884325e-20	4.69986175e-20	6.16877413e-20	-1.46891238e-20
255.364         	1.34421744e+00	6.72108719e-01	6.72108719e-01	3.41084265e-02	1.79432132e-02	1.61652132e-02	8.88999992e-04	-1.53822291e-20	3.81904148e-20	4.69961279e-20	6.16884788e-20	-1.46923509e-20
255.409         	1.34427245e+00	6.72136225e-01	6.72136225e-01	3.45701052e-02	1.81729093e-02	1.63971960e-02	8.87856655e-04	-1.53826855e-20	3.81925182e-20	4.69935807e-20	6.16893086e-20	-1.46957279e-20
255.455         	1.34432376e+00	6.72161879e-01	6.72161879e-01	3.50303959e-02	1.84018492e-02	1.66285467e-02	8.86651220e-04	-1.53830452e-20	3.81947173e-20	4.69912746e-20	6.16903546e-20	-1.46990800e-20
255.5           	1.34437229e+00	6.72186147e-01	6.72186147e-01	3.54859379e-02	1.86283581e-02	1.68575799e-02	8.85389117e-04	-1.53832120e-20	3.81969161e-20	4.69889180e-20	6.16913751e-20	-1.47024571e-20
255.545         	1.34442212e+00	6.72211062e-01	6.72211062e-01	3.59372624e-02	1.88527022e-02	1.70845602e-02	8.84070996e-04	-1.53832341e-20	3.81992223e-20	4.69864551e-20	6.16924499e-20	-1.47059948e-20
255.591         	1.34448134e+00	6.72240670e-01	6.72240670e-01	3.64026644e-02	1.90840178e-02	1.73186467e-02	8.82685560e-04	-1.53835028e-20	3.82017970e-20	4.69846749e-20	6.16941345e-20	-1.47094596e-20
255.636         	1.34453198e+00	6.72265992e-01	6.72265992e-01	3.68474979e-02	1.93049901e-02	1.75425078e-02	8.81241191e-04	-1.53833016e-20	3.82041702e-20	4.69822747e-20	6.16953075e-20	-1.47130328e-20
255.682         	1.34458534e+00	6.72292668e-01	6.72292668e-01	3.73148491e-02	1.95371578e-02	1.77776913e-02	8.79733239e-04	-1.53831941e-20	3.82068018e-20	4.69803422e-20	6.16969729e-20	-1.47166307e-20
255.727         	1.34463388e+00	6.72316940e-01	6.72316940e-01	3.77676187e-02	1.97619741e-02	1.80056446e-02	8.78164771e-04	-1.53828250e-20	3.82091694e-20	4.69782170e-20	6.16982779e-20	-1.47200610e-20
255.773         	1.34469253e+00	6.72346265e-01	6.72346265e-01	3.82018530e-02	1.99774632e-02	1.82243898e-02	8.76536702e-04	-1.53823455e-20	3.82118223e-20	4.69755194e-20	6.16995820e-20	-1.47240626e-20
255.818         	1.34474747e+00	6.72373737e-01	6.72373737e-01	3.86525311e-02	2.02011113e-02	1.84514198e-02	8.74845756e-04	-1.53821380e-20	3.82141513e-20	4.69725430e-20	6.17004228e-20	-1.47278798e-20
255.864         	1.34480439e+00	6.72402195e-01	6.72402195e-01	3.91000197e-02	2.04231054e-02	1.86769143e-02	8.73095508e-04	-1.53818570e-20	3.82166111e-20	4.69697446e-20	6.17014834e-20	-1.47317388e-20
255.909         	1.34485015e+00	6.72425074e-01	6.72425074e-01	3.95530247e-02	2.06477902e-02	1.89052345e-02	8.71277810e-04	-1.53814564e-20	3.82188096e-20	4.69671334e-20	6.17023763e-20	-1.47352429e-20
255.955         	1.34491137e+00	6.72455685e-01	6.72455685e-01	4.00023517e-02	2.08705694e-02	1.91317824e-02	8.69393498e-04	-1.53809950e-20	3.82214901e-20	4.69642710e-20	6.17036256e-20	-1.47393546e-20
256             	1.34496487e+00	6.72482435e-01	6.72482435e-01	4.04513477e-02	2.10931194e-02	1.93582283e-02	8.67445514e-04	-1.53803562e-20	3.82239038e-20	4.69613530e-20	6.17045803e-20	-1.47432272e-20
256.045         	1.34501638e+00	6.72508189e-01	6.72508189e-01	4.08801771e-02	2.13055251e-02	1.95746519e-02	8.65436599e-04	-1.53795119e-20	3.82263661e-20	4.69582749e-20	6.17055035e-20	-1.47472286e-20
256.091         	1.34507286e+00	6.72536428e-01	6.72536428e-01	4.13341563e-02	2.15304422e-02	1.98037141e-02	8.63364054e-04	-1.53787933e-20	3.82288237e-20	4.69554964e-20	6.17065719e-20	-1.47510755e-20
256.136         	1.34513373e+00	6.72566864e-01	6.72566864e-01	4.17524501e-02	2.17374583e-02	2.00149918e-02	8.61233274e-04	-1.53777611e-20	3.82315382e-20	4.69521980e-20	6.17076372e-20	-1.47554392e-20
256.182         	1.34518546e+00	6.72592731e-01	6.72592731e-01	4.22095039e-02	2.19637849e-02	2.02457191e-02	8.59032892e-04	-1.53769026e-20	3.82340890e-20	4.69497604e-20	6.17089691e-20	-1.47592088e-20
256.227         	1.34524058e+00	6.72620289e-01	6.72620289e-01	4.26402685e-02	2.21769207e-02	2.04633478e-02	8.56786490e-04	-1.53757268e-20	3.82367463e-20	4.69467675e-20	6.17101301e-20	-1.47633626e-20
256.273         	1.34529308e+00	6.72646542e-01	6.72646542e-01	4.30791415e-02	2.23940477e-02	2.06850939e-02	8.54476915e-04	-1.53745305e-20	3.82393320e-20	4.69439907e-20	6.17113274e-20	-1.47673366e-20
256.318         	1.34535337e+00	6.72676684e-01	6.72676684e-01	4.34895507e-02	2.25968873e-02	2.08926634e-02	8.52111920e-04	-1.53729816e-20	3.82421870e-20	4.69405124e-20	6.17124432e-20	-1.47719308e-20
256.364         	1.34541209e+00	6.72706047e-01	6.72706047e-01	4.39426455e-02	2.28209923e-02	2.11216532e-02	8.49669519e-04	-1.53718858e-20	3.82450594e-20	4.69384179e-20	6.17142683e-20	-1.47758504e-20
256.409         	1.34546655e+00	6.72733274e-01	6.72733274e-01	4.43657366e-02	2.30300290e-02	2.13357076e-02	8.47160735e-04	-1.53703668e-20	3.82478409e-20	4.69357590e-20	6.17157204e-20	-1.47799614e-20
256.455         	1.34551836e+00	6.72759181e-01	6.72759181e-01	4.48078752e-02	2.32485268e-02	2.15593484e-02	8.44589188e-04	-1.53688353e-20	3.82506665e-20	4.69333785e-20	6.17173558e-20	-1.47839773e-20
256.5           	1.34558161e+00	6.72790805e-01	6.72790805e-01	4.52214762e-02	2.34526823e-02	2.17687939e-02	8.41944183e-04	-1.53670595e-20	3.82538109e-20	4.69304020e-20	6.17190119e-20	-1.47886100e-20
256.545         	1.34564000e+00	6.72820001e-01	6.72820001e-01	4.56365332e-02	2.36575122e-02	2.19790211e-02	8.39245533e-04	-1.53651942e-20	3.82568407e-20	4.69275354e-20	6.17206083e-20	-1.47930730e-20
256.591         	1.34569419e+00	6.72847093e-01	6.72847093e-01	4.60433919e-02	2.38581895e-02	2.21852024e-02	8.36493554e-04	-1.53631285e-20	3.82597236e-20	4.69245530e-20	6.17220001e-20	-1.47974471e-20
256.636         	1.34574825e+00	6.72874126e-01	6.72874126e-01	4.64897752e-02	2.40785554e-02	2.24112198e-02	8.33667773e-04	-1.53614960e-20	3.82627174e-20	4.69228439e-20	6.17241394e-20	-1.48012955e-20
256.682         	1.34580955e+00	6.72904773e-01	6.72904773e-01	4.69043069e-02	2.42829327e-02	2.26213742e-02	8.30779274e-04	-1.53593962e-20	3.82658310e-20	4.69200745e-20	6.17258682e-20	-1.48057938e-20
256.727         	1.34586748e+00	6.72933740e-01	6.72933740e-01	4.73174199e-02	2.44865395e-02	2.28308804e-02	8.27829541e-04	-1.53571762e-20	3.82689801e-20	4.69173894e-20	6.17276748e-20	-1.48102854e-20
256.773         	1.34592741e+00	6.72963705e-01	6.72963705e-01	4.77349341e-02	2.46922844e-02	2.30426497e-02	8.24817352e-04	-1.53549165e-20	3.82722207e-20	4.69147858e-20	6.17296136e-20	-1.48148278e-20
256.818         	1.34598180e+00	6.72990898e-01	6.72990898e-01	4.81326317e-02	2.48880630e-02	2.32445687e-02	8.21747125e-04	-1.53523745e-20	3.82752870e-20	4.69119181e-20	6.17312461e-20	-1.48193280e-20
256.864         	1.34604114e+00	6.73020568e-01	6.73020568e-01	4.85448653e-02	2.50910450e-02	2.34538204e-02	8.18612309e-04	-1.53499563e-20	3.82785623e-20	4.69094679e-20	6.17332963e-20	-1.48238284e-20
256.909         	1.34610107e+00	6.73050534e-01	6.73050534e-01	4.89548255e-02	2.52928210e-02	2.36620045e-02	8.15408218e-04	-1.53474731e-20	3.82818475e-20	4.69071028e-20	6.17353990e-20	-1.48282961e-20
256.955         	1.34615894e+00	6.73079471e-01	6.73079471e-01	4.93697025e-02	2.54969907e-02	2.38727118e-02	8.12139482e-04	-1.53448534e-20	3.82850823e-20	4.69046591e-20	6.17374118e-20	-1.48327528e-20
257             	1.34621680e+00	6.73108401e-01	6.73108401e-01	4.97698817e-02	2.56937505e-02	2.40761312e-02	8.08809634e-04	-1.53420422e-20	3.82884386e-20	4.69020414e-20	6.17394593e-20	-1.48374179e-20
257.045         	1.34627514e+00	6.73137568e-01	6.73137568e-01	5.01703260e-02	2.58905815e-02	2.42797446e-02	8.05418462e-04	-1.53391580e-20	3.82917213e-20	4.68994670e-20	6.17414548e-20	-1.48419878e-20
257.091         	1.34633799e+00	6.73168994e-01	6.73168994e-01	5.05388607e-02	2.60714057e-02	2.44674550e-02	8.01975373e-04	-1.53358789e-20	3.82951986e-20	4.68961527e-20	6.17432750e-20	-1.48471223e-20
257.136         	1.34639811e+00	6.73199053e-01	6.73199053e-01	5.09615079e-02	2.62792368e-02	2.46822711e-02	7.98482841e-04	-1.53331106e-20	3.82986835e-20	4.68944237e-20	6.17458953e-20	-1.48514716e-20
257.182         	1.34645303e+00	6.73226516e-01	6.73226516e-01	5.13539968e-02	2.64719210e-02	2.48820758e-02	7.94922588e-04	-1.53298928e-20	3.83022007e-20	4.68923213e-20	6.17483614e-20	-1.48560401e-20
257.227         	1.34651278e+00	6.73256390e-01	6.73256390e-01	5.17537235e-02	2.66681601e-02	2.50855634e-02	7.91298384e-04	-1.53265715e-20	3.83057633e-20	4.68897906e-20	6.17506586e-20	-1.48608679e-20
257.273         	1.34657775e+00	6.73288873e-01	6.73288873e-01	5.21340698e-02	2.68546468e-02	2.52794230e-02	7.87611871e-04	-1.53231717e-20	3.83094750e-20	4.68873037e-20	6.17531269e-20	-1.48658232e-20
257.318         	1.34663941e+00	6.73319704e-01	6.73319704e-01	5.25000398e-02	2.70338887e-02	2.54661511e-02	7.83868842e-04	-1.53194587e-20	3.83132145e-20	4.68845952e-20	6.17555121e-20	-1.48709170e-20
257.364         	1.34669458e+00	6.73347292e-01	6.73347292e-01	5.28837200e-02	2.72219259e-02	2.56617941e-02	7.80065865e-04	-1.53157809e-20	3.83167873e-20	4.68823142e-20	6.17579444e-20	-1.48756303e-20
257.409         	1.34675522e+00	6.73377609e-01	6.73377609e-01	5.33025495e-02	2.74274629e-02	2.58750866e-02	7.76188173e-04	-1.53125430e-20	3.83204142e-20	4.68808995e-20	6.17608640e-20	-1.48799645e-20
257.455         	1.34681692e+00	6.73408459e-01	6.73408459e-01	5.36730192e-02	2.76087589e-02	2.60642603e-02	7.72249329e-04	-1.53086869e-20	3.83241958e-20	4.68784017e-20	6.17633966e-20	-1.48849949e-20
257.5           	1.34687475e+00	6.73437374e-01	6.73437374e-01	5.40492989e-02	2.77928771e-02	2.62564218e-02	7.68227667e-04	-1.53046964e-20	3.83278731e-20	4.68759057e-20	6.17658259e-20	-1.48899202e-20
257.545         	1.34694439e+00	6.73472197e-01	6.73472197e-01	5.44098625e-02	2.79690791e-02	2.64407834e-02	7.64147845e-04	-1.53006167e-20	3.83319183e-20	4.68732082e-20	6.17685224e-20	-1.48953142e-20
257.591         	1.34700172e+00	6.73500859e-01	6.73500859e-01	5.47744309e-02	2.81472308e-02	2.66272001e-02	7.60015325e-04	-1.52964273e-20	3.83355730e-20	4.68707461e-20	6.17709461e-20	-1.49002000e-20
257.636         	1.34705606e+00	6.73528031e-01	6.73528031e-01	5.51580147e-02	2.83348295e-02	2.68231852e-02	7.55822132e-04	-1.52922843e-20	3.83391654e-20	4.68686736e-20	6.17735022e-20	-1.49048286e-20
257.682         	1.34712759e+00	6.73563795e-01	6.73563795e-01	5.55193453e-02	2.85112396e-02	2.70081056e-02	7.51566994e-04	-1.52880339e-20	3.83433115e-20	4.68662783e-20	6.17764506e-20	-1.49101723e-20
257.727         	1.34719103e+00	6.73595516e-01	6.73595516e-01	5.58735397e-02	2.86840244e-02	2.71895153e-02	7.47254523e-04	-1.52835205e-20	3.83472565e-20	4.68636971e-20	6.17791050e-20	-1.49154080e-20
257.773         	1.34724834e+00	6.73624172e-01	6.73624172e-01	5.62368750e-02	2.88613125e-02	2.73755625e-02	7.42875022e-04	-1.52789683e-20	3.83508982e-20	4.68611659e-20	6.17814811e-20	-1.49203153e-20
257.818         	1.34731643e+00	6.73658217e-01	6.73658217e-01	5.65848203e-02	2.90308466e-02	2.75539737e-02	7.38436433e-04	-1.52740586e-20	3.83545247e-20	4.68573602e-20	6.17832048e-20	-1.49258446e-20
257.864         	1.34737121e+00	6.73685607e-01	6.73685607e-01	5.69377905e-02	2.92028443e-02	2.77349462e-02	7.33949093e-04	-1.52691139e-20	3.83577400e-20	4.68540290e-20	6.17847545e-20	-1.49307255e-20
257.909         	1.34744021e+00	6.73720103e-01	6.73720103e-01	5.73108871e-02	2.93848394e-02	2.79260477e-02	7.29395859e-04	-1.52644037e-20	3.83614747e-20	4.68511744e-20	6.17870619e-20	-1.49358875e-20
257.955         	1.34750391e+00	6.73751957e-01	6.73751957e-01	5.76549026e-02	2.95522331e-02	2.81026695e-02	7.24781793e-04	-1.52592704e-20	3.83650256e-20	4.68477226e-20	6.17888869e-20	-1.49411643e-20
258             	1.34756529e+00	6.73782643e-01	6.73782643e-01	5.79887079e-02	2.97144656e-02	2.82742423e-02	7.20111642e-04	-1.52540120e-20	3.83685431e-20	4.68442294e-20	6.17906578e-20	-1.49464284e-20
258.045         	1.34762551e+00	6.73812756e-01	6.73812756e-01	5.83288376e-02	2.98798343e-02	2.84490033e-02	7.15415491e-04	-1.52486356e-20	3.83721198e-20	4.68409088e-20	6.17925742e-20	-1.49516653e-20
258.091         	1.34769076e+00	6.73845378e-01	6.73845378e-01	5.86705356e-02	3.00459202e-02	2.86246153e-02	7.10652448e-04	-1.52432501e-20	3.83758302e-20	4.68375266e-20	6.17945935e-20	-1.49570669e-20
258.136         	1.34775256e+00	6.73876279e-01	6.73876279e-01	5.89939395e-02	3.02027996e-02	2.87911400e-02	7.05829805e-04	-1.52376023e-20	3.83794378e-20	4.68338693e-20	6.17963725e-20	-1.49625032e-20
258.182         	1.34781894e+00	6.73909468e-01	6.73909468e-01	5.93503556e-02	3.03761153e-02	2.89742404e-02	7.00937459e-04	-1.52322759e-20	3.83831749e-20	4.68311048e-20	6.17987273e-20	-1.49676225e-20
258.227         	1.34788457e+00	6.73942285e-01	6.73942285e-01	5.96720047e-02	3.05319883e-02	2.91400163e-02	6.95986015e-04	-1.52264788e-20	3.83869446e-20	4.68275847e-20	6.18007370e-20	-1.49731522e-20
258.273         	1.34794390e+00	6.73971950e-01	6.73971950e-01	6.00119925e-02	3.06969660e-02	2.93150265e-02	6.90969729e-04	-1.52207764e-20	3.83905438e-20	4.68245816e-20	6.18028346e-20	-1.49782530e-20
258.318         	1.34801111e+00	6.74005554e-01	6.74005554e-01	6.03198581e-02	3.08458312e-02	2.94740270e-02	6.85902089e-04	-1.52146750e-20	3.83944242e-20	4.68208003e-20	6.18048243e-20	-1.49840241e-20
258.364         	1.34807865e+00	6.74039327e-01	6.74039327e-01	6.06288983e-02	3.09952364e-02	2.96336619e-02	6.80787218e-04	-1.52084814e-20	3.83983049e-20	4.68170363e-20	6.18068230e-20	-1.49897868e-20
258.409         	1.34814079e+00	6.74070394e-01	6.74070394e-01	6.09452232e-02	3.11482276e-02	2.97969956e-02	6.75616023e-04	-1.52023649e-20	3.84020957e-20	4.68139381e-20	6.18090648e-20	-1.49951267e-20
258.455         	1.34820344e+00	6.74101720e-01	6.74101720e-01	6.12764366e-02	3.13085976e-02	2.99678390e-02	6.70379271e-04	-1.51963453e-20	3.84059170e-20	4.68112821e-20	6.18115580e-20	-1.50002759e-20
258.5           	1.34827103e+00	6.74135514e-01	6.74135514e-01	6.15943709e-02	3.14622292e-02	3.01321417e-02	6.65043765e-04	-1.51900794e-20	3.84099749e-20	4.68083423e-20	6.18141461e-20	-1.50058038e-20
258.545         	1.34834305e+00	6.74171523e-01	6.74171523e-01	6.18789272e-02	3.15991313e-02	3.02797959e-02	6.59667695e-04	-1.51834269e-20	3.84142468e-20	4.68047256e-20	6.18166096e-20	-1.50118840e-20
258.591         	1.34840414e+00	6.74202068e-01	6.74202068e-01	6.21930578e-02	3.17507681e-02	3.04422897e-02	6.54239213e-04	-1.51769601e-20	3.84182177e-20	4.68020688e-20	6.18192522e-20	-1.50171833e-20
258.636         	1.34846609e+00	6.74233046e-01	6.74233046e-01	6.24864030e-02	3.18919609e-02	3.05944421e-02	6.48759432e-04	-1.51702589e-20	3.84222567e-20	4.67991015e-20	6.18218074e-20	-1.50227059e-20
258.682         	1.34853254e+00	6.74266269e-01	6.74266269e-01	6.27881819e-02	3.20373127e-02	3.07508692e-02	6.43221732e-04	-1.51635500e-20	3.84264463e-20	4.67964182e-20	6.18246554e-20	-1.50282372e-20
258.727         	1.34859769e+00	6.74298844e-01	6.74298844e-01	6.30779593e-02	3.21766002e-02	3.09013591e-02	6.37620510e-04	-1.51566267e-20	3.84306834e-20	4.67933954e-20	6.18273811e-20	-1.50339858e-20
258.773         	1.34866689e+00	6.74333447e-01	6.74333447e-01	6.33725661e-02	3.23182488e-02	3.10543173e-02	6.31965743e-04	-1.51497343e-20	3.84349047e-20	4.67906864e-20	6.18302479e-20	-1.50395615e-20
258.818         	1.34873641e+00	6.74368206e-01	6.74368206e-01	6.36622298e-02	3.24573950e-02	3.12048348e-02	6.26280121e-04	-1.51427187e-20	3.84394319e-20	4.67880486e-20	6.18334562e-20	-1.50454076e-20
258.864         	1.34880052e+00	6.74400261e-01	6.74400261e-01	6.39368351e-02	3.25889497e-02	3.13478855e-02	6.20532097e-04	-1.51354470e-20	3.84437077e-20	4.67851790e-20	6.18362972e-20	-1.50511182e-20
258.909         	1.34886390e+00	6.74431950e-01	6.74431950e-01	6.42059879e-02	3.27177124e-02	3.14882754e-02	6.14718498e-04	-1.51280302e-20	3.84480271e-20	4.67822599e-20	6.18391571e-20	-1.50568971e-20
258.955         	1.34893146e+00	6.74465728e-01	6.74465728e-01	6.45022041e-02	3.28599765e-02	3.16422277e-02	6.08874389e-04	-1.51208549e-20	3.84523968e-20	4.67798838e-20	6.18423386e-20	-1.50624549e-20
259             	1.34900254e+00	6.74501270e-01	6.74501270e-01	6.47617384e-02	3.29838483e-02	3.17778900e-02	6.02979158e-04	-1.51133301e-20	3.84568855e-20	4.67768171e-20	6.18452940e-20	-1.50684769e-20
259.045         	1.34907237e+00	6.74536187e-01	6.74536187e-01	6.50228042e-02	3.31084278e-02	3.19143765e-02	5.97025646e-04	-1.51056818e-20	3.84613488e-20	4.67737317e-20	6.18482147e-20	-1.50744830e-20
259.091         	1.34913300e+00	6.74566499e-01	6.74566499e-01	6.53044897e-02	3.32432544e-02	3.20612354e-02	5.91009493e-04	-1.50981298e-20	3.84655462e-20	4.67713303e-20	6.18512113e-20	-1.50798811e-20
